name,JavaScript,Python,SQL,TypeScript,Java,C#,C++
dev_13769,1,1,0,1,0,1,1
dev_13770,1,1,1,0,1,1,1
dev_13771,1,1,0,0,0,0,0
dev_13772,1,1,1,1,1,0,1
dev_13773,1,1,1,0,1,0,1
dev_13774,1,1,1,1,1,0,0
dev_13775,1,0,1,1,0,1,0
dev_13776,1,1,1,0,0,1,1
dev_13777,1,0,0,0,0,0,0
dev_13778,0,0,1,0,0,0,0
dev_13779,1,1,1,0,0,1,1
dev_13780,1,0,1,1,1,1,0
dev_13781,1,1,0,1,1,0,0
dev_13782,0,0,1,0,1,0,0
dev_13783,0,1,1,0,0,1,0
dev_13784,0,1,0,0,0,0,1
dev_13785,1,0,0,1,0,0,0
dev_13786,0,0,1,0,0,1,0
dev_13787,1,1,1,1,1,0,0
dev_13788,0,1,1,1,0,0,0
dev_13789,1,1,1,1,0,0,0
dev_13790,1,0,0,0,1,0,0
dev_13791,0,1,0,0,0,0,0
dev_13792,1,1,1,1,1,0,0
dev_13793,1,0,0,1,0,0,0
dev_13794,0,1,0,0,1,0,0
dev_13795,1,1,1,1,0,1,0
dev_13796,0,1,1,0,0,0,0
dev_13797,0,0,0,0,0,1,0
dev_13798,1,0,1,1,0,1,0
dev_13799,1,0,1,0,0,1,1
dev_13800,0,0,0,0,0,0,1
dev_13801,0,1,0,0,1,0,0
dev_13802,0,1,1,0,0,0,0
dev_13803,0,0,1,0,0,0,0
dev_13804,0,1,1,0,1,0,0
dev_13805,1,0,1,1,0,1,0
dev_13806,1,0,1,1,0,1,0
dev_13807,1,1,1,0,1,0,1
dev_13808,1,0,1,1,1,0,0
dev_13809,0,1,0,0,0,1,1
dev_13810,1,1,1,1,1,1,1
dev_13811,1,0,1,0,0,1,0
dev_13812,1,1,1,0,0,1,0
dev_13813,1,1,1,1,1,1,1
dev_13814,1,0,0,1,0,1,0
dev_13815,0,1,1,0,1,0,0
dev_13816,1,0,0,1,0,0,0
dev_13817,1,0,1,1,0,1,0
dev_13818,1,1,1,0,0,0,1
dev_13819,1,1,1,1,0,1,0
dev_13820,1,1,0,0,1,0,0
dev_13821,0,0,0,0,1,0,0
dev_13822,1,1,0,1,0,1,0
dev_13823,1,0,1,1,1,0,0
dev_13824,1,0,0,1,0,0,0
dev_13825,1,1,1,1,1,0,1
dev_13826,1,1,0,0,0,0,0
dev_13827,0,1,0,0,0,0,0
dev_13828,1,1,1,0,0,0,1
dev_13829,1,1,0,0,0,0,0
dev_13830,1,1,1,0,0,1,0
dev_13831,1,0,1,0,0,1,0
dev_13832,1,1,0,0,0,0,0
dev_13833,1,0,0,1,0,0,0
dev_13834,1,0,1,0,0,0,1
dev_13835,1,1,1,0,1,1,1
dev_13836,1,1,0,0,0,0,0
dev_13837,1,0,0,1,0,1,0
dev_13838,1,1,1,0,0,0,0
dev_13839,1,0,1,0,0,1,0
dev_13840,1,1,0,0,0,0,0
dev_13841,1,0,0,1,0,1,0
dev_13842,1,0,1,1,0,0,1
dev_13843,0,1,1,1,0,0,0
dev_13844,1,1,1,0,0,0,1
dev_13845,1,1,1,1,0,0,0
dev_13846,0,1,0,0,0,0,1
dev_13847,0,1,0,0,1,0,1
dev_13848,1,0,0,1,0,0,0
dev_13849,0,1,0,0,0,0,0
dev_13850,0,1,1,0,1,0,0
dev_13851,1,0,0,1,0,0,0
dev_13852,0,1,0,0,0,0,1
dev_13853,0,1,1,0,0,0,0
dev_13854,1,0,1,1,0,0,0
dev_13855,0,0,0,0,0,1,0
dev_13856,1,1,0,0,1,1,0
dev_13857,1,1,1,0,0,0,0
dev_13858,0,0,1,0,1,1,0
dev_13859,1,1,0,1,0,0,0
dev_13860,0,0,0,1,0,0,0
dev_13861,1,0,1,0,1,0,0
dev_13862,0,0,0,0,0,1,1
dev_13863,1,0,1,0,0,0,0
dev_13864,0,1,1,0,1,0,0
dev_13865,0,1,0,0,0,0,0
dev_13866,1,1,1,1,1,0,1
dev_13867,1,1,0,1,1,0,1
dev_13868,1,1,1,1,1,0,1
dev_13869,1,1,1,0,0,1,0
dev_13870,0,0,1,0,0,0,0
dev_13871,1,1,1,1,1,0,0
dev_13872,1,1,1,1,1,0,0
dev_13873,1,1,1,0,0,0,0
dev_13874,1,0,1,1,0,0,0
dev_13875,1,0,0,0,0,0,0
dev_13876,1,0,0,0,0,0,0
dev_13877,1,0,1,1,0,0,0
dev_13878,0,0,0,0,0,1,0
dev_13879,1,1,0,1,0,0,1
dev_13880,1,0,1,0,1,0,0
dev_13881,1,0,0,1,0,0,0
dev_13882,1,1,0,0,1,0,1
dev_13883,1,0,1,0,0,0,0
dev_13884,0,1,0,0,0,0,0
dev_13885,0,1,0,0,0,0,1
dev_13886,0,1,0,0,0,0,0
dev_13887,1,1,1,0,1,0,0
dev_13888,0,1,0,0,0,0,0
dev_13889,0,0,0,0,1,0,0
dev_13890,1,1,1,0,1,0,1
dev_13891,0,1,0,0,0,0,1
dev_13892,1,1,0,1,0,0,0
dev_13893,1,0,0,1,0,0,0
dev_13894,0,1,1,0,0,0,0
dev_13895,1,1,1,1,1,1,0
dev_13896,1,1,1,1,1,0,1
dev_13897,1,0,1,0,1,1,0
dev_13898,1,1,0,1,1,1,1
dev_13899,0,0,1,1,0,0,0
dev_13900,1,0,1,1,0,1,0
dev_13901,0,0,0,0,0,1,0
dev_13902,0,1,0,0,0,0,0
dev_13903,0,0,0,0,0,0,1
dev_13904,0,1,0,0,0,0,0
dev_13905,1,1,0,1,0,0,0
dev_13906,1,0,0,0,1,0,0
dev_13907,1,1,0,0,0,1,0
dev_13908,1,1,0,0,0,1,0
dev_13909,0,0,1,0,1,0,1
dev_13910,1,1,1,1,1,1,1
dev_13911,1,1,0,0,0,0,0
dev_13912,1,0,1,1,0,0,0
dev_13913,1,0,1,0,1,0,0
dev_13914,1,1,1,0,1,1,0
dev_13915,1,0,1,1,0,1,0
dev_13916,1,1,1,1,1,0,1
dev_13917,1,0,1,0,0,0,0
dev_13918,1,1,0,1,1,0,0
dev_13919,1,1,1,1,1,1,1
dev_13920,1,0,1,0,0,0,0
dev_13921,0,1,0,0,1,0,0
dev_13922,1,0,1,1,0,0,0
dev_13923,0,1,0,0,0,0,0
dev_13924,0,1,0,1,1,0,0
dev_13925,0,1,0,0,0,0,0
dev_13926,0,0,0,0,0,0,1
dev_13927,0,0,0,0,0,0,1
dev_13928,1,0,1,1,0,0,0
dev_13929,0,1,0,0,0,0,1
dev_13930,0,1,0,0,1,0,0
dev_13931,0,1,0,0,0,0,0
dev_13932,1,1,0,0,1,1,0
dev_13933,1,1,1,1,1,1,1
dev_13934,1,1,0,0,0,0,0
dev_13935,0,1,1,1,1,0,0
dev_13936,1,1,0,1,0,1,0
dev_13937,1,1,0,1,0,0,0
dev_13938,1,1,0,1,0,0,0
dev_13939,1,1,1,1,0,0,0
dev_13940,1,1,1,1,0,0,1
dev_13941,0,0,1,0,1,0,1
dev_13942,1,0,1,0,0,0,0
dev_13943,1,0,0,0,1,0,0
dev_13944,0,0,0,0,1,0,0
dev_13945,0,1,1,0,0,0,0
dev_13946,1,0,1,0,0,1,0
dev_13947,1,0,1,1,1,0,0
dev_13948,1,0,0,0,0,0,0
dev_13949,0,0,0,1,0,1,0
dev_13950,0,1,0,0,0,0,0
dev_13951,1,0,0,1,1,0,1
dev_13952,1,1,0,1,0,1,0
dev_13953,0,1,0,0,0,0,1
dev_13954,1,0,1,1,0,0,1
dev_13955,0,1,0,0,0,0,0
dev_13956,1,0,1,0,1,1,1
dev_13957,0,1,0,0,0,0,1
dev_13958,1,1,1,0,1,0,0
dev_13959,0,1,1,1,0,1,0
dev_13960,1,0,1,1,0,1,0
dev_13961,1,1,1,0,1,0,1
dev_13962,0,1,0,0,0,0,0
dev_13963,1,1,1,0,1,0,1
dev_13964,1,1,1,1,0,0,0
dev_13965,1,1,1,1,0,0,0
dev_13966,1,0,1,1,1,0,0
dev_13967,1,0,0,1,0,1,0
dev_13968,1,0,0,0,1,0,0
dev_13969,1,1,1,0,1,0,1
dev_13970,0,1,0,0,1,0,1
dev_13971,1,0,0,0,0,0,0
dev_13972,0,1,0,0,0,0,1
dev_13973,1,1,0,1,1,1,0
dev_13974,0,0,1,0,0,1,0
dev_13975,1,0,0,1,0,0,0
dev_13976,1,0,1,0,0,0,0
dev_13977,0,0,0,0,1,0,0
dev_13978,0,0,0,0,0,1,0
dev_13979,1,0,0,0,0,1,0
dev_13980,0,1,0,0,0,0,0
dev_13981,0,0,0,0,0,1,0
dev_13982,1,1,1,0,0,0,0
dev_13983,1,0,1,0,0,0,0
dev_13984,1,1,1,1,1,1,1
dev_13985,1,0,0,1,0,0,0
dev_13986,1,0,0,0,0,0,0
dev_13987,0,0,1,1,0,1,0
dev_13988,0,0,0,0,1,0,0
dev_13989,0,1,0,0,0,0,0
dev_13990,1,0,0,1,1,0,0
dev_13991,1,1,1,1,1,0,0
dev_13992,1,1,1,0,0,0,0
dev_13993,1,1,1,1,0,1,1
dev_13994,0,0,0,0,1,0,0
dev_13995,1,1,0,1,1,0,0
dev_13996,1,1,1,0,0,0,0
dev_13997,0,0,1,0,0,0,1
dev_13998,0,1,1,0,0,0,0
dev_13999,1,0,1,1,1,0,0
dev_14000,1,1,1,1,0,0,0
dev_14001,0,1,0,0,0,0,0
dev_14002,0,1,1,0,1,0,0
dev_14003,1,1,1,1,1,0,1
dev_14004,1,0,1,0,1,1,0
dev_14005,1,1,0,0,0,0,0
dev_14006,1,1,0,0,0,0,1
dev_14007,1,1,1,0,0,0,0
dev_14008,1,0,0,1,0,0,0
dev_14009,1,0,0,1,0,0,1
dev_14010,0,1,1,0,0,0,0
dev_14011,1,0,1,0,0,1,0
dev_14012,0,0,0,0,0,0,1
dev_14013,1,0,1,0,0,0,0
dev_14014,1,0,1,0,0,1,0
dev_14015,0,1,0,0,0,0,1
dev_14016,0,0,0,0,0,1,1
dev_14017,1,0,0,1,0,0,0
dev_14018,1,1,0,1,1,1,1
dev_14019,1,1,1,0,1,0,0
dev_14020,1,0,1,1,0,0,0
dev_14021,1,1,0,1,1,1,0
dev_14022,0,0,0,1,0,1,0
dev_14023,0,1,1,0,1,0,0
dev_14024,1,0,1,0,1,0,0
dev_14025,1,1,1,1,0,1,0
dev_14026,1,1,1,1,0,0,0
dev_14027,0,1,0,0,0,0,1
dev_14028,1,0,1,0,1,1,0
dev_14029,1,1,1,0,0,0,0
dev_14030,1,1,1,0,1,0,1
dev_14031,1,1,0,0,1,1,1
dev_14032,1,0,0,1,0,0,0
dev_14033,0,0,1,1,0,1,0
dev_14034,0,1,0,0,0,0,1
dev_14035,1,1,0,0,1,1,1
dev_14036,1,0,0,1,0,0,0
dev_14037,0,0,1,0,0,1,0
dev_14038,1,1,1,1,1,1,0
dev_14039,0,0,1,0,0,1,0
dev_14040,1,0,1,0,0,1,0
dev_14041,1,1,0,0,1,1,1
dev_14042,1,1,0,0,0,0,0
dev_14043,1,1,1,0,0,1,0
dev_14044,1,1,0,0,0,0,1
dev_14045,1,1,1,0,1,1,0
dev_14046,0,0,0,0,1,0,0
dev_14047,1,0,1,0,0,1,0
dev_14048,1,0,0,1,0,0,0
dev_14049,1,1,0,0,0,0,0
dev_14050,0,1,0,0,1,0,0
dev_14051,1,1,1,0,1,0,1
dev_14052,1,1,0,0,1,0,0
dev_14053,1,1,1,1,0,0,0
dev_14054,0,1,0,0,0,0,1
dev_14055,1,0,1,1,0,1,0
dev_14056,0,0,0,1,0,0,0
dev_14057,1,0,1,0,0,1,0
dev_14058,1,1,1,1,1,1,0
dev_14059,1,1,1,0,1,0,0
dev_14060,0,1,0,0,0,0,0
dev_14061,1,1,0,0,1,0,0
dev_14062,1,0,1,1,0,0,0
dev_14063,0,1,1,0,1,1,0
dev_14064,0,0,0,1,0,0,0
dev_14065,1,1,0,0,0,0,0
dev_14066,1,1,1,0,0,1,1
dev_14067,1,0,1,1,0,0,0
dev_14068,1,0,1,0,1,1,0
dev_14069,0,0,1,0,0,1,0
dev_14070,1,0,0,0,0,0,0
dev_14071,1,0,0,1,1,0,0
dev_14072,1,1,0,1,1,1,0
dev_14073,1,1,0,1,0,0,0
dev_14074,1,1,0,0,0,0,0
dev_14075,0,0,0,0,0,1,0
dev_14076,1,0,1,0,0,0,0
dev_14077,0,0,1,1,0,0,0
dev_14078,1,1,0,0,1,0,1
dev_14079,0,1,0,0,0,0,0
dev_14080,0,1,0,0,1,0,0
dev_14081,1,1,1,1,1,0,0
dev_14082,1,0,0,1,0,0,0
dev_14083,1,1,1,1,1,0,1
dev_14084,0,1,0,0,0,0,0
dev_14085,0,0,1,0,1,0,0
dev_14086,1,1,1,0,0,0,0
dev_14087,0,1,1,0,1,1,0
dev_14088,0,0,0,1,0,0,0
dev_14089,0,1,0,0,0,0,0
dev_14090,1,1,1,1,0,0,0
dev_14091,1,0,1,1,1,1,0
dev_14092,1,0,0,0,0,0,1
dev_14093,1,1,0,1,0,1,0
dev_14094,1,1,1,1,0,0,1
dev_14095,1,0,0,0,1,0,1
dev_14096,1,1,1,1,1,0,1
dev_14097,1,1,0,0,1,0,1
dev_14098,0,1,1,1,0,0,0
dev_14099,1,0,1,1,0,1,1
dev_14100,1,0,1,1,0,0,0
dev_14101,0,0,1,0,0,0,0
dev_14102,1,1,1,1,1,0,1
dev_14103,1,1,1,0,0,1,1
dev_14104,1,1,0,0,0,0,0
dev_14105,1,0,1,1,0,1,0
dev_14106,0,1,0,0,1,0,0
dev_14107,0,1,0,0,1,0,0
dev_14108,1,1,1,1,0,1,0
dev_14109,1,1,1,0,1,0,1
dev_14110,1,0,1,0,0,1,1
dev_14111,0,1,0,0,0,0,1
dev_14112,1,1,1,1,0,0,0
dev_14113,0,1,0,0,0,0,0
dev_14114,0,0,0,0,1,0,0
dev_14115,1,1,1,0,1,0,0
dev_14116,0,1,0,0,0,1,0
dev_14117,1,1,0,1,1,0,0
dev_14118,1,0,1,1,0,1,0
dev_14119,1,1,1,0,0,0,1
dev_14120,0,0,0,1,1,0,0
dev_14121,1,0,0,0,0,0,0
dev_14122,0,0,0,0,0,1,0
dev_14123,1,1,1,1,0,0,0
dev_14124,1,1,0,0,1,0,0
dev_14125,1,1,1,1,1,1,1
dev_14126,0,1,1,0,0,0,0
dev_14127,0,1,0,0,0,1,0
dev_14128,1,0,1,0,0,0,0
dev_14129,1,0,1,1,0,1,0
dev_14130,0,1,0,0,0,0,0
dev_14131,1,1,1,0,1,0,0
dev_14132,1,1,1,1,1,0,0
dev_14133,1,1,1,0,1,1,0
dev_14134,1,0,1,0,0,0,0
dev_14135,1,1,1,1,1,0,1
dev_14136,1,1,1,1,0,0,0
dev_14137,1,1,0,1,1,1,0
dev_14138,1,1,0,1,0,1,1
dev_14139,1,1,1,0,1,0,0
dev_14140,1,1,1,1,0,1,0
dev_14141,1,1,1,1,0,1,0
dev_14142,0,0,1,0,1,0,1
dev_14143,1,0,1,1,0,0,0
dev_14144,1,0,1,1,0,0,1
dev_14145,0,0,0,0,0,0,1
dev_14146,0,1,0,1,1,1,0
dev_14147,1,1,0,0,0,0,1
dev_14148,1,0,0,0,0,0,0
dev_14149,0,1,0,0,0,0,0
dev_14150,0,1,1,0,0,0,0
dev_14151,1,0,0,0,0,0,1
dev_14152,1,0,1,0,0,1,0
dev_14153,0,1,0,0,0,0,1
dev_14154,1,0,0,1,0,0,0
dev_14155,1,0,1,1,1,1,1
dev_14156,1,1,1,1,0,0,0
dev_14157,1,1,1,1,1,0,0
dev_14158,1,0,0,1,1,0,0
dev_14159,1,1,1,1,1,0,1
dev_14160,0,1,0,1,0,0,0
dev_14161,0,1,1,0,1,1,1
dev_14162,1,1,0,0,0,0,0
dev_14163,1,0,1,1,0,0,0
dev_14164,1,0,1,1,0,1,0
dev_14165,1,1,0,1,0,0,0
dev_14166,1,0,1,0,1,0,1
dev_14167,1,1,1,0,0,0,0
dev_14168,1,0,0,1,0,1,0
dev_14169,0,1,0,0,0,0,0
dev_14170,0,1,1,0,0,0,1
dev_14171,0,0,0,0,1,0,0
dev_14172,1,0,0,0,0,0,0
dev_14173,1,1,0,1,0,0,0
dev_14174,0,1,0,0,0,0,1
dev_14175,0,0,1,0,1,0,0
dev_14176,0,0,0,1,0,1,0
dev_14177,1,0,0,0,1,1,0
dev_14178,0,1,1,0,0,0,1
dev_14179,1,1,1,1,1,0,1
dev_14180,0,0,1,0,0,1,0
dev_14181,1,1,1,0,0,0,0
dev_14182,0,1,1,0,0,0,0
dev_14183,1,1,0,0,0,0,0
dev_14184,0,0,0,1,1,0,0
dev_14185,1,0,1,0,0,0,0
dev_14186,0,0,0,0,1,0,0
dev_14187,1,1,1,0,0,0,0
dev_14188,0,1,1,0,0,0,0
dev_14189,1,0,1,1,0,0,0
dev_14190,1,0,1,1,1,0,0
dev_14191,1,0,0,0,0,0,0
dev_14192,1,1,1,1,1,0,0
dev_14193,1,0,1,0,0,0,0
dev_14194,0,0,0,0,0,1,0
dev_14195,1,0,0,1,0,0,0
dev_14196,1,1,1,0,0,0,0
dev_14197,1,0,0,0,1,0,0
dev_14198,1,1,1,0,1,0,0
dev_14199,1,1,1,0,1,1,0
dev_14200,1,0,1,1,1,0,0
dev_14201,1,1,1,0,0,0,0
dev_14202,1,0,0,1,0,0,0
dev_14203,0,0,0,0,0,1,1
dev_14204,0,1,0,0,0,0,0
dev_14205,1,1,1,0,1,0,0
dev_14206,0,1,0,0,0,0,0
dev_14207,0,1,0,1,0,0,0
dev_14208,1,1,1,1,0,1,0
dev_14209,1,1,0,0,0,0,1
dev_14210,1,1,1,0,0,1,0
dev_14211,1,1,1,1,1,0,0
dev_14212,1,0,1,1,1,0,0
dev_14213,1,0,1,1,0,1,0
dev_14214,0,0,1,0,1,0,0
dev_14215,0,0,0,0,1,0,0
dev_14216,1,0,1,0,0,0,0
dev_14217,0,1,0,0,0,0,0
dev_14218,0,1,1,0,0,0,0
dev_14219,0,1,0,0,0,0,0
dev_14220,0,0,0,0,0,1,1
dev_14221,1,0,0,0,0,0,0
dev_14222,1,0,1,0,0,0,0
dev_14223,0,0,0,0,0,1,1
dev_14224,0,0,0,0,1,0,0
dev_14225,1,1,1,1,1,0,0
dev_14226,0,0,1,0,1,0,0
dev_14227,1,1,0,1,1,0,0
dev_14228,1,0,1,1,1,0,0
dev_14229,0,0,0,0,0,1,0
dev_14230,0,1,1,0,1,0,1
dev_14231,0,1,1,0,0,0,0
dev_14232,1,0,1,1,0,0,0
dev_14233,0,1,1,0,0,0,1
dev_14234,1,0,1,0,1,1,0
dev_14235,0,0,1,0,0,0,0
dev_14236,0,1,0,0,0,0,0
dev_14237,0,1,1,0,0,0,0
dev_14238,1,1,1,0,0,0,0
dev_14239,1,0,1,1,0,1,0
dev_14240,0,0,1,0,0,0,0
dev_14241,1,0,1,0,0,0,0
dev_14242,0,0,1,0,1,0,0
dev_14243,0,1,1,0,0,0,0
dev_14244,0,1,0,0,0,0,0
dev_14245,1,1,1,1,0,0,0
dev_14246,0,1,1,0,1,0,1
dev_14247,0,1,0,0,1,1,0
dev_14248,1,0,1,0,0,1,1
dev_14249,1,1,0,0,0,0,0
dev_14250,1,0,0,1,0,0,0
dev_14251,1,1,1,1,0,1,0
dev_14252,0,1,1,1,1,1,0
dev_14253,1,0,0,0,1,0,0
dev_14254,1,1,1,0,0,0,1
dev_14255,1,1,0,0,0,0,0
dev_14256,1,0,0,1,0,0,0
dev_14257,0,0,0,1,0,0,0
dev_14258,1,0,0,1,0,0,0
dev_14259,0,0,0,1,0,0,0
dev_14260,1,0,1,1,0,0,0
dev_14261,0,1,0,1,1,1,0
dev_14262,1,1,1,1,1,1,0
dev_14263,1,1,0,0,0,0,0
dev_14264,0,1,1,0,0,0,0
dev_14265,0,1,1,0,0,0,0
dev_14266,1,0,1,0,0,0,1
dev_14267,1,0,1,0,0,1,0
dev_14268,0,0,0,0,0,1,0
dev_14269,0,1,1,1,1,1,0
dev_14270,1,1,1,0,0,0,0
dev_14271,1,1,1,0,0,1,0
dev_14272,1,1,1,0,0,0,0
dev_14273,0,0,1,0,1,0,1
dev_14274,1,0,0,1,0,0,0
dev_14275,1,0,1,1,0,0,0
dev_14276,1,1,0,1,1,0,1
dev_14277,1,1,1,0,1,1,0
dev_14278,1,1,0,1,0,0,0
dev_14279,1,0,0,0,0,0,0
dev_14280,1,0,1,1,0,1,0
dev_14281,1,1,1,1,1,0,1
dev_14282,1,0,0,1,0,0,0
dev_14283,1,1,0,0,0,1,1
dev_14284,1,0,0,0,0,0,0
dev_14285,0,0,0,0,1,0,0
dev_14286,1,1,1,1,1,0,1
dev_14287,1,0,0,1,0,0,0
dev_14288,0,1,0,0,1,0,1
dev_14289,1,0,1,1,1,0,0
dev_14290,0,1,0,1,0,0,0
dev_14291,0,0,1,0,0,1,0
dev_14292,1,1,1,0,0,0,1
dev_14293,1,1,0,0,0,0,0
dev_14294,1,1,1,1,1,0,0
dev_14295,1,0,0,0,0,0,0
dev_14296,1,1,1,0,1,1,1
dev_14297,1,0,1,1,0,0,0
dev_14298,1,0,1,0,0,0,0
dev_14299,0,0,1,0,1,0,0
dev_14300,0,1,0,0,0,0,0
dev_14301,1,1,1,1,0,0,0
dev_14302,1,0,1,1,0,0,0
dev_14303,1,1,0,1,0,0,0
dev_14304,1,1,0,1,0,0,0
dev_14305,0,0,0,0,1,0,0
dev_14306,1,0,1,0,1,1,0
dev_14307,1,1,1,1,0,0,0
dev_14308,0,0,1,0,0,1,0
dev_14309,1,1,1,0,1,1,1
dev_14310,0,1,0,0,0,0,0
dev_14311,0,1,0,0,0,0,1
dev_14312,1,1,1,1,1,1,1
dev_14313,1,0,1,1,0,1,1
dev_14314,1,1,0,0,0,0,0
dev_14315,0,1,1,0,1,0,1
dev_14316,1,0,0,1,0,1,0
dev_14317,1,0,0,1,0,0,0
dev_14318,0,1,0,0,0,0,0
dev_14319,0,0,1,0,1,1,1
dev_14320,1,0,1,1,0,0,0
dev_14321,0,1,0,0,0,0,1
dev_14322,0,1,1,0,0,0,1
dev_14323,0,1,1,0,0,0,0
dev_14324,1,0,0,1,0,0,0
dev_14325,1,1,0,0,0,0,0
dev_14326,1,0,0,1,0,0,0
dev_14327,1,0,1,0,0,0,0
dev_14328,1,1,1,1,0,1,1
dev_14329,0,1,0,0,0,0,1
dev_14330,0,0,0,1,0,0,0
dev_14331,1,0,1,1,0,1,0
dev_14332,0,1,1,1,0,1,0
dev_14333,1,1,1,1,1,0,1
dev_14334,1,0,1,1,1,1,0
dev_14335,0,1,0,0,1,0,1
dev_14336,1,0,1,1,1,1,0
dev_14337,1,0,0,1,0,0,0
dev_14338,1,1,1,0,1,1,0
dev_14339,1,0,0,0,1,1,0
dev_14340,1,1,1,1,0,0,0
dev_14341,1,0,0,1,1,0,1
dev_14342,1,1,1,0,0,0,0
dev_14343,0,1,0,0,0,0,0
dev_14344,1,0,0,1,0,1,0
dev_14345,0,1,0,0,0,0,0
dev_14346,1,0,1,1,0,0,0
dev_14347,0,1,0,0,0,0,0
dev_14348,0,1,0,0,0,0,0
dev_14349,1,0,0,0,0,0,0
dev_14350,1,1,1,1,1,0,0
dev_14351,1,1,0,0,0,0,0
dev_14352,1,0,1,1,0,0,0
dev_14353,1,0,0,1,1,0,0
dev_14354,1,1,1,1,1,1,1
dev_14355,1,1,1,1,1,1,0
dev_14356,1,1,1,1,0,0,0
dev_14357,1,0,1,0,0,1,0
dev_14358,1,1,1,0,1,0,0
dev_14359,1,0,1,0,1,0,0
dev_14360,1,0,0,1,0,0,1
dev_14361,1,1,1,1,0,1,1
dev_14362,1,0,0,1,0,1,0
dev_14363,0,1,1,0,1,0,0
dev_14364,0,1,0,0,0,1,1
dev_14365,1,0,0,0,0,0,0
dev_14366,1,0,1,1,0,0,0
dev_14367,0,1,1,1,0,0,0
dev_14368,1,1,0,1,0,0,1
dev_14369,1,1,1,1,1,1,1
dev_14370,1,0,1,0,0,1,0
dev_14371,1,1,1,0,1,0,1
dev_14372,1,1,1,1,1,0,1
dev_14373,1,0,1,1,0,1,0
dev_14374,1,1,1,1,0,0,0
dev_14375,1,1,1,0,0,1,0
dev_14376,1,1,0,0,0,0,1
dev_14377,1,1,1,0,1,0,0
dev_14378,1,0,1,1,0,1,1
dev_14379,1,1,1,1,0,0,0
dev_14380,0,1,0,0,0,0,1
dev_14381,0,1,0,1,1,0,0
dev_14382,0,1,0,0,0,0,1
dev_14383,1,0,1,1,0,1,1
dev_14384,1,1,1,1,1,1,1
dev_14385,1,1,1,1,0,1,0
dev_14386,0,0,1,0,0,1,1
dev_14387,1,1,0,0,0,0,0
dev_14388,0,0,0,0,0,1,1
dev_14389,1,1,1,1,0,0,1
dev_14390,1,1,0,1,0,0,0
dev_14391,1,0,1,0,0,1,0
dev_14392,0,1,1,0,0,1,0
dev_14393,0,1,1,0,0,0,0
dev_14394,1,0,0,1,0,0,0
dev_14395,1,0,0,1,0,1,0
dev_14396,1,1,1,0,0,0,0
dev_14397,1,1,1,1,1,0,0
dev_14398,1,1,0,0,0,0,0
dev_14399,1,1,0,0,1,0,0
dev_14400,1,0,1,1,1,0,0
dev_14401,1,1,0,1,0,0,1
dev_14402,1,0,1,0,0,1,0
dev_14403,1,0,0,1,0,0,0
dev_14404,0,1,0,0,0,0,0
dev_14405,0,1,0,0,0,0,0
dev_14406,1,0,0,0,0,0,0
dev_14407,1,0,1,1,0,0,0
dev_14408,1,0,0,1,1,0,0
dev_14409,1,1,1,1,0,0,0
dev_14410,0,1,0,0,1,0,1
dev_14411,0,0,0,0,0,1,0
dev_14412,1,1,0,0,0,0,0
dev_14413,1,0,0,1,0,0,0
dev_14414,1,1,1,1,1,0,0
dev_14415,0,1,0,0,0,0,0
dev_14416,1,0,0,1,0,0,0
dev_14417,0,1,0,0,1,0,1
dev_14418,1,1,1,1,1,0,1
dev_14419,1,1,0,0,0,0,0
dev_14420,0,1,0,1,0,1,0
dev_14421,1,1,1,0,0,0,0
dev_14422,1,0,1,1,1,0,0
dev_14423,0,1,1,0,0,0,0
dev_14424,0,1,1,0,0,0,0
dev_14425,0,1,1,1,0,0,0
dev_14426,1,1,0,1,0,0,0
dev_14427,1,0,0,1,0,0,0
dev_14428,1,0,1,1,0,1,0
dev_14429,1,1,1,1,0,1,1
dev_14430,1,0,1,1,0,1,0
dev_14431,0,1,0,0,0,0,0
dev_14432,0,1,1,0,0,0,0
dev_14433,0,1,1,1,0,0,0
dev_14434,0,1,1,0,0,0,0
dev_14435,0,1,0,0,1,0,1
dev_14436,1,0,1,0,0,0,0
dev_14437,1,0,0,1,0,0,0
dev_14438,1,0,0,1,1,1,0
dev_14439,1,1,1,1,1,1,0
dev_14440,1,1,1,1,0,1,1
dev_14441,1,1,0,0,0,0,1
dev_14442,1,1,1,1,1,0,0
dev_14443,0,1,1,0,0,0,0
dev_14444,1,0,0,1,0,0,0
dev_14445,1,0,0,1,0,0,0
dev_14446,1,0,0,0,1,0,0
dev_14447,0,1,1,0,0,0,1
dev_14448,0,0,0,0,0,1,0
dev_14449,1,0,0,0,0,0,0
dev_14450,0,0,0,0,0,1,1
dev_14451,1,0,0,1,0,0,0
dev_14452,0,1,0,0,0,1,1
dev_14453,0,0,1,0,0,1,0
dev_14454,1,1,1,1,1,0,0
dev_14455,1,1,0,0,0,0,0
dev_14456,0,0,1,0,1,0,0
dev_14457,0,1,0,0,0,0,0
dev_14458,0,1,1,0,1,0,0
dev_14459,0,1,1,0,0,0,0
dev_14460,1,0,1,1,0,0,0
dev_14461,1,0,1,1,0,0,0
dev_14462,1,0,1,1,1,0,0
dev_14463,0,1,0,0,0,0,1
dev_14464,0,0,0,0,1,0,0
dev_14465,1,0,0,1,1,0,1
dev_14466,1,0,1,1,0,0,0
